47.3769,247.2791
383.0144,269.8879
182.5029,586.8678
-0.5063,106.4968
252.9997,254.9612
330.385,566.13
66.5234,524.1404
132.3802,531.0619
342.5377,226.3061
269.51,52.2305
164.0622,567.652
339.243,607.7746
157.4271,702.3617
397.8314,600.752
637.5245,575.2911
255.5059,263.7657
447.6657,401.3336
514.5634,392.7938
518.1711,327.7271
671.6828,410.8345
538.3054,765.1255
466.6244,383.2962
719.7052,24.7914
373.522,480.5714
730.6121,339.4045
199.2256,593.0143
355.85,37.0575
58.4647,13.3464
818.8035,536.159
304.6098,352.428
537.3188,622.3496
81.2842,514.2579
216.503,718.0187
724.7995,484.9792
729.9869,7.7454
209.5796,595.6355
524.6063,402.3291
518.093,616.3327
116.8442,506.8156
352.9811,532.4863
98.5149,542.8305
535.1792,371.2165
462.9479,625.9861
387.0515,72.3514
121.4893,550.2546
681.3455,195.1413
64.6827,183.0932
81.8742,381.5507
350.3282,546.2434
728.8158,627.0271
395.7161,114.2624
758.6837,504.5
87.5779,24.0217
431.9225,-10.1361
747.8329,581.1207
727.6766,745.0526
785.2927,482.6107
74.6874,83.2679
738.1361,219.101
375.6532,-32.9057
414.4278,102.1372
251.015,373.539
777.3333,535.5155
631.0149,-136.3344
468.127,716.3943
54.884,217.1754
756.1083,65.1166
53.2615,145.5741
287.5707,604.6535
561.0382,473.8567
747.2117,256.8024
155.3525,440.3405
732.3292,460.1862
667.3233,643.5944
703.6248,260.9227
492.4034,135.8508
532.942,213.908
566.2067,489.1666
61.1991,490.4909
692.1631,659.3487
643.0814,29.7733
752.5018,512.9904
730.1328,250.151
633.5944,614.2556
360.1685,374.6751
485.627,246.2172
352.2226,467.9242
30.2802,508.9994
27.2482,91.2562
737.8329,295.8236
183.2812,42.4752
259.5787,631.1666
40.1325,64.1041
725.111,680.1761
789.9322,365.7957
583.8244,281.1524
525.277,717.3624
69.7548,4.9216
378.8682,393.8288
695.9558,211.0958
296.9091,105.711
160.4764,308.8158
753.1281,357.3654
116.7301,809.2647
778.095,281.585
375.093,502.8053
240.7851,193.2465
351.6352,67.8868
137.41,450.3528
139.5573,477.5479
478.5171,464.6831
44.9314,187.1976
96.0535,364.8083
800.243,569.0505
82.5122,194.5973
467.6586,-1.8617
278.4949,633.6593
166.8163,630.1722
161.3045,563.243
524.1108,396.878
298.4207,704.5949
673.7581,68.2677
719.8404,143.0448
85.4524,202.4063
74.4189,639.3057
368.7994,766.607
131.3881,626.7558
15.4063,665.6738
727.3724,659.1367
23.9858,397.794
868.6673,405.205
58.7463,23.5033
416.235,24.6077
5.5674,405.8231
640.563,173.0315
