324.2915,96.1553
356.8788,220.9783
333.904,93.3947
344.1347,349.8984
171.5404,84.8154
339.2747,-52.4862
174.9936,193.1016
25.9267,473.3327
158.1359,290.8043
56.4636,298.2162
-20.3506,132.9478
195.8147,223.9851
345.1478,367.2183
276.5187,438.0596
330.5601,368.3493
280.1473,127.6819
108.4459,203.5578
303.2107,128.6189
113.5424,-87.4712
-19.6886,218.5909
369.5626,66.4005
162.3169,349.165
299.8903,186.0617
88.3843,171.8966
352.211,288.977
165.3394,277.4629
318.2102,92.6406
236.4041,256.8068
40.0627,11.6227
25.9353,250.646
147.3624,348.8763
-211.0311,443.4414
354.3246,242.2903
260.6554,260.6845
393.4729,301.1557
215.0372,94.7179
129.2598,61.63
21.3446,105.522
177.5615,290.9564
261.548,400.6987
338.3867,25.0802
378.1991,360.5284
75.492,111.8049
193.5031,100.1076
235.1874,334.0656
189.4814,173.6719
252.7648,46.6308
119.2322,302.9692
171.1965,91.8543
277.2494,383.6498
124.5758,284.1217
205.1839,244.0979
228.2346,136.5442
374.6198,341.3486
172.981,285.0458
318.5638,192.1525
266.5447,74.559
189.0786,-2.336
943.3795,141.6045
181.4957,143.3607
36.9355,267.1105
72.9603,251.6503
54.9148,45.8059
82.6343,228.2155
234.0767,167.9672
281.614,186.5256
410.2291,374.4255
86.552,315.0092
77.7235,138.4896
314.0408,29.2587
208.8684,360.0152
370.4629,285.4052
340.8106,98.8991
71.5059,261.2214
63.9447,63.807
161.892,480.3588
282.6649,273.7501
152.7797,290.7775
348.1066,60.0798
155.7768,162.5684
188.9757,330.2353
251.5347,168.1394
37.3522,302.3266
-34.5874,275.4784
117.4242,255.9981
135.0236,240.7932
206.5383,362.769
419.9247,103.8621
217.194,303.3082
-79.7773,285.8094
392.4328,222.4735
227.9796,118.2997
154.118,177.1232
240.0637,64.839
354.7897,46.7382
197.5771,245.681
180.4889,175.9555
71.0134,402.8612
323.7634,25.5367
359.5447,314.7998
58.7655,322.1514
47.121,101.8141
221.6014,367.7465
352.6834,148.4616
257.1544,210.8616
145.4964,249.0143
62.8503,140.5932
15.615,112.7333
231.5624,213.0671
154.0656,282.7101
222.1634,222.3395
130.3253,191.8166
54.7951,224.0585
246.0216,64.2111
220.639,49.1595
426.74,120.5335
221.3188,331.2583
409.7883,293.5275
78.0377,-73.7803
22.1785,244.02
199.5104,6.1761
382.3851,123.9664
251.6165,345.3415
307.3103,201.6588
117.2262,57.7342
273.166,74.6791
67.2607,42.6848
216.67,137.8339
119.9724,161.3899
323.0634,118.0366
438.1171,271.4656
132.7549,105.4357
132.683,409.8742
303.8272,55.9651
41.9362,317.3084
398.0908,521.5747
134.7341,360.893
298.4556,282.3762
240.9793,260.4173
231.1517,135.3439
378.3455,339.4917
117.708,-127.567
135.1585,74.62
331.9152,266.495
322.6068,90.8898
85.0156,176.7377
264.4155,257.4636
263.5171,134.6186
205.8513,43.1984
63.6277,269.5521
57.1878,325.5099
-518.3152,55.1834
298.1844,80.8703
344.3491,222.2909
154.8032,117.249
335.0074,441.2574
91.3819,86.7673
329.5794,286.5396
77.848,31.9183
275.4603,334.235
52.784,334.3812
100.4012,38.568
272.874,29.2052
129.2389,112.1439
10.9705,166.6266
166.6476,137.335
95.7978,341.2523
76.9403,269.116
303.8849,224.7798
110.8221,203.9009
289.9129,232.066
254.8,333.3852
353.7831,340.8464
604.446,214.0457
278.381,48.8018
173.7305,214.6854
101.6128,153.4828
